date,ticker,news,close_price
2018-08-27,TSLA,Elon Musk and Tesla Resolved One Issue. Now for the Rest.,21.284666061401367
2018-08-28,TSLA,"In Elon Musk’s World, Brakes Are for Cars, Not C.E.O.s",20.790666580200195
2018-09-06,TSLA,Tesla Needs to Build Investor Trust. The Exit of Its Accountant Won’t Help.,18.729999542236328
2018-09-07,TSLA,Tesla Shaken by a Departure and What Elon Musk Was Smoking,17.549333572387695
2018-09-07,TSLA,"Brett Kavanaugh, George Papadopoulos, Elon Musk: Your Friday Evening Briefing",17.549333572387695
2018-09-07,TSLA,DealBook Briefing: Elon Musk Smoked Weed On Air,17.549333572387695
2018-09-13,TSLA,Elon Musk’s Chicago Tunnel: A Breakthrough or a Pipe Dream?,19.297332763671875
2018-09-17,TSLA,Betting Against Tesla: Short-Sellers Make Their Case,19.6560001373291
2018-09-17,TSLA,Elon Musk Sued by Cave Rescuer He Accused of Being a Pedophile,19.6560001373291
2018-09-17,TSLA,"Your Monday Evening News Briefing: Brett Kavanaugh, North Carolina, Elon Musk",19.6560001373291
2018-09-18,TSLA,Justice Department Is Examining Tesla After Musk Comment,18.997333526611328
2018-09-18,TSLA,"Your Wednesday News Briefing: China, Myanmar, Elon Musk",18.997333526611328
2018-09-20,TSLA,Tesla’s Biggest Problem Isn’t Elon Musk,19.8886661529541
2018-09-26,TSLA,Tesla’s Elon Musk Had a Deal From the S.E.C. It Fell Apart in a Morning.,20.6386661529541
2018-09-26,TSLA,Elon Musk Steps Down as Chairman in Deal With S.E.C. Over Tweet About Tesla,20.6386661529541
2018-09-27,TSLA,Tesla Chief Elon Musk Is Sued by S.E.C. in Move That Could Oust Him,20.501333236694336
2018-09-27,TSLA,"Kavanaugh Hearings, U.N., Elon Musk: Your Thursday Evening Briefing",20.501333236694336
2018-09-27,TSLA,"Indonesia, Brett Kavanaugh, Elon Musk: Your Monday Briefing",20.501333236694336
2018-09-27,TSLA,"Brett Kavanaugh, Tsunami, Elon Musk: Your Weekend Briefing",20.501333236694336
2018-09-28,TSLA,"Brett Kavanaugh, Jeff Flake, Tesla: Your Friday Evening Briefing",17.65133285522461
2018-09-28,TSLA,"Brett Kavanaugh, Elon Musk, ‘Night School’: Your Friday Briefing",17.65133285522461
2018-09-28,TSLA,"Brett Kavanaugh, Slovakia, Elon Musk: Your Friday Briefing",17.65133285522461
2018-09-28,TSLA,Tesla Stock Tumbles Over the S.E.C. Suing Elon Musk: What to Watch Today,17.65133285522461
2018-09-28,TSLA,Elon Musk’s Fans Just Took a Big Hit as Tesla Shares Tank,17.65133285522461
2018-09-28,TSLA,DealBook Briefing: Elon Musk Turned Down a Fraud Settlement With the S.E.C.,17.65133285522461
2018-10-01,TSLA,"Elon Musk Settled With the S.E.C., but Tesla’s Troubles Aren’t Over",20.713333129882812
2018-10-01,TSLA,DealBook Briefing: The S.E.C. Can’t Change Elon Musk,20.713333129882812
2018-10-01,TSLA,How the S.E.C. Is Trying to Push Traditional Corporate Governance Upon Tesla,20.713333129882812
2018-10-01,TSLA,The Future of Electric Cars Is Brighter With Elon Musk in It,20.713333129882812
2018-10-02,TSLA,Unraveling a Tesla Mystery: Lots (and Lots) of Parked Cars,20.06800079345703
2018-10-02,TSLA,Tesla Reports Progress on Model 3 Car Production,20.06800079345703
2018-10-02,TSLA,"Elon Musk’s Ultimatum to Tesla: Fight the S.E.C., or I Quit",20.06800079345703
2018-10-04,TSLA,Elon Musk Calls S.E.C. ‘the Shortseller Enrichment Commission’ on Twitter,18.788667678833008
2018-10-11,TSLA,Why Tesla Could Do Better Than James Murdoch for Chairman,16.815332412719727
2018-10-12,TSLA,What Are the Consequences of Elon Musk’s S.E.C. Criticism?,17.25200080871582
2018-10-15,TSLA,California Today: The Expensive Rent Control Fight on the State Ballot,17.305999755859375
2018-10-24,TSLA,"Tesla Reports a Rare Quarterly Profit, Its Biggest Ever",19.233333587646484
2018-10-25,TSLA,Tesla Faces a Challenger in the Home Solar Business,20.99066734313965
2018-10-29,TSLA,Tesla’s Future Is Not Yet Secured,22.323333740234375
2018-11-08,TSLA,Tesla Names a Successor to Elon Musk as Board Chief,23.426666259765625
2018-11-14,TSLA,A Tech Wunderkind Who Knows Jaden Smith and Elon Musk,22.933332443237305
2018-11-15,TSLA,What Tesla’s ‘Delivery Logistics Hell’ Is Like for Model 3 Buyers,23.229333877563477
2018-11-30,TSLA,"G.E., Tesla and Snap Are Under Accounting Investigation. Here’s What They Should Worry About.",23.365333557128906
2018-11-30,TSLA,"Menial Tasks, Slurs and Swastikas: Many Black Workers at Tesla Say They Faced Racism",23.365333557128906
2018-12-19,TSLA,"It’s Showtime for Elon Musk’s Boring Co., With a Long Way to Go",22.197999954223633
2018-12-28,TSLA,Tesla Names Larry Ellison and Kathleen Wilson-Thompson to Its Board,22.257999420166016
2018-12-28,TSLA,Tesla Scrambles to Sell Cars Before a Tax Break Fades,22.257999420166016
2019-01-02,TSLA,"Tesla Reports Record Output, but Cuts Prices, and Its Shares Plunge",20.674667358398438
2019-01-18,TSLA,"Tesla to Cut 3,000 Jobs in Bid to Sell Model 3 to Mass Market",20.150667190551758
2019-01-30,TSLA,"Tesla Profit Declines, but Musk Says Cash Position Is Strong",20.584667205810547
2019-02-15,TSLA,"Amazon Invests in Rivian, a Tesla Rival in Electric Vehicles",20.525333404541016
2019-02-20,TSLA,Tesla’s Top Lawyer Is Leaving. His Tenure at the Company: Two Months.,20.17066764831543
2019-02-26,TSLA,S.E.C. Asks Court to Hold Tesla’s Elon Musk in Contempt for Twitter Post on Production,19.857332229614258
2019-02-27,TSLA,Could Elon Musk Talk Himself Into a Tesla Buyout?,20.982667922973633
2019-02-28,TSLA,"Tesla Offers a $35,000 Model 3, as Elon Musk Long Promised",21.325332641601562
2019-03-01,TSLA,"DealBook Briefing: Tesla’s $35,000 Car Will Cost the Company",19.652666091918945
2019-03-01,TSLA,Elon Musk Will Have to Contend With Tesla Short Sellers Again,19.652666091918945
2019-03-06,TSLA,Tesla’s Troubles Mount: Shuttered Showrooms and Sinking Shares,18.416000366210938
2019-03-06,TSLA,"The Week in Business: Facebook Wants to Be Your ‘Digital Living Room,’ and Tesla to Unveil the Model Y",18.416000366210938
2019-03-06,TSLA,"Meng Wanzhou, North Korea, Tesla: Your Thursday Briefing",18.416000366210938
2019-03-08,TSLA,What Will a Contempt Hearing Mean for Tesla’s Elon Musk?,18.94266700744629
2019-03-11,TSLA,Tesla Says Never Mind: It Raises Prices and Keeps Most Stores,19.39466667175293
2019-03-12,TSLA,DealBook Briefing: Elon Musk Accuses the S.E.C. of Unconstitutional Censorship,18.890666961669922
2019-03-15,TSLA,"Tesla Model Y, a New S.U.V., Is Unveiled Amid Mounting Challenges",18.36199951171875
2019-03-22,TSLA,Tesla Sales Slump as ’19 Starts Is Hinted At in State Data,17.635332107543945
2019-04-04,TSLA,Tesla Stock Slides After Delivery Figures Signal Weaker U.S. Demand,17.851999282836914
2019-04-04,TSLA,"Tesla’s Elon Musk and S.E.C. Have 2 Weeks to Resolve Dispute, Judge Says",17.851999282836914
2019-04-12,TSLA,"Tesla Ends Online Sales of $35,000 Model 3, Creating New Hurdle for Buyers",17.84666633605957
2019-04-12,TSLA,Buying a Tesla Seems Pretty Easy. But There Are a Few Things to Know.,17.84666633605957
2019-04-17,TSLA,Tesla to Shrink Board of Directors by Four People,18.082000732421875
2019-04-18,TSLA,Tesla and Elon Musk Are Given Week to Reach Accord With S.E.C.,18.21733283996582
2019-04-22,TSLA,Elon Musk Predicts Tesla Driverless Taxi Fleet Next Year,17.516666412353516
2019-04-22,TSLA,DealBook Briefing: Tesla Wants You to Focus on Its Robo-Taxis (Not Its Finances),17.516666412353516
2019-04-24,TSLA,The Week in Business: Tesla’s Driverless Taxis and Uber’s I.P.O.,17.243999481201172
2019-04-24,TSLA,Tesla Posts Big Quarterly Loss as Its Electric-Car Sales Lag,17.243999481201172
2019-04-24,TSLA,"Ford to Invest $500 Million in Rivian, a Tesla Rival",17.243999481201172
2019-04-26,TSLA,"Elon Musk and S.E.C. Reach New Accord, Lifting Cloud Over Tesla",15.675999641418457
2019-04-30,TSLA,Tesla Looks to Regain Its Luster in Solar Energy by Slashing Prices,15.912667274475098
2019-05-02,TSLA,Tesla Seeks to Raise $2 Billion in Sale of Stock and Debt,16.273332595825195
2019-05-03,TSLA,DealBook Briefing: Tesla Is Raising Cash. It May Not Be Enough.,17.00200080871582
2019-05-24,TSLA,"The Highest-Paid C.E.O.s of 2018: A Year So Lucrative, We Had to Redraw Our Chart",12.708666801452637
2019-06-03,TSLA,Can Tesla Ever Be More Than a Niche Automaker? Wall St. Increasingly Thinks No,11.9313325881958
2019-06-10,TSLA,"Tesla, Facing Setbacks and Skeptics, Tries to Get Back on Course",14.192000389099121
2019-07-02,TSLA,Model 3 Helps Tesla Send Quarterly Deliveries to a Record,14.970000267028809
2019-07-02,TSLA,"Meet the Man Quietly Building the Tesla of Trucks, With Jeff Bezos Aboard",14.970000267028809
2019-07-17,TSLA,Elon Musk’s Neuralink Wants ‘Sewing Machine-Like’ Robots to Wire Brains to the Internet,16.99066734313965
2019-07-24,TSLA,Tesla Loses Less Money as Model 3 Sales Surge,17.658666610717773
2019-08-12,TSLA,The Day Jeffrey Epstein Told Me He Had Dirt on Powerful People,15.267333030700684
2019-10-02,TSLA,Tesla’s Record Deliveries Aren’t Enough for Investors,16.208667755126953
2019-10-03,TSLA,A Police Tesla Nearly Ran Out of Power During a Chase. It Wasn’t the Car’s Fault.,15.535332679748535
2019-10-23,TSLA,"Tesla Reports Profit for Quarter, Sending Shares Soaring",16.978666305541992
2019-10-30,TSLA,Elon Musk Bids Twitter Farewell — Briefly,21.000667572021484
2019-11-13,TSLA,Tesla Is Going to Build a Factory Near Berlin,23.073999404907227
2019-11-20,TSLA,Elon Musk Ordered to Stand Trial in Cave Explorer’s Defamation Case,23.481332778930664
2019-11-20,TSLA,Tesla’s Winding Road to Berlin,23.481332778930664
2019-11-21,TSLA,"Your Thursday Briefing: Impeachment, Prince Andrew, Tesla",23.655332565307617
2019-11-21,TSLA,Tesla’s Electric ‘Cybertruck’ Is Unveiled. It’s Pointy.,23.655332565307617
2019-11-22,TSLA,Will Anyone Buy Elon Musk’s New Pickup?,22.202667236328125
2019-11-27,TSLA,"‘I Think This Guy Is, Like, Passed Out in His Tesla’",22.086000442504883
2019-11-27,TSLA,Tesla’s ‘Cybertruck’,22.086000442504883
2019-12-03,TSLA,Elon Musk’s Defense: ‘Pedo Guy’ Tweet Was a Generic Insult,22.413333892822266
2019-12-06,TSLA,Elon Musk Is Cleared in Lawsuit Over His ‘Pedo Guy’ Tweet,22.392667770385742
2019-12-23,TSLA,Rivian Gets $1.3 Billion Investment in Electric Truck Venture,27.947999954223633
2019-12-24,TSLA,"Tesla Stock Reaches Elon Musk’s Magic $420, and Then Some",28.350000381469727
2019-12-30,TSLA,Does Germany’s Vaunted Car Industry Have Long to Live?,27.64666748046875
2020-01-03,TSLA,Tesla Reports Record Output as Elon Musk Achieves Goal,29.534000396728516
2020-01-22,TSLA,Tesla Value Hits $100 Billion. Will Elon Musk Get a Big Bonus?,37.97066879272461
2020-01-23,TSLA,She’s Taking on Elon Musk on Solar. And Winning.,38.14666748046875
2020-01-29,TSLA,"Tesla Posts $105 Million Profit for Quarter, Extending Rebound",38.732666015625
2020-01-29,TSLA,"As Tesla Earnings Arrive, Bulls and Bears Continue to Spar",38.732666015625
2020-01-30,TSLA,Elon Musk Hits Back at Critics,42.72066879272461
2020-02-03,TSLA,Tesla Stock Soars by More Than $100,52.0
2020-02-04,TSLA,Tesla’s Stock Is Up 36% in Two Days. What’s Going On?,59.137332916259766
2020-02-13,TSLA,Tesla Faces a New S.E.C. Investigation,53.599998474121094
2020-02-25,TSLA,Tesla Autopilot System Found Probably at Fault in 2018 Crash,53.32733154296875
2020-03-04,TSLA,Tesla’s Success in Europe Catches Industry Off Guard,49.96666717529297
2020-03-19,TSLA,"After Mounting Criticism, Tesla Will Shut Down California Factory",28.50933265686035
2020-04-30,TSLA,Elon Musk and Mark Zuckerberg Aren’t on the Same Page,52.12533187866211
2020-05-01,TSLA,Elon Musk Says Tesla Share Price Is Too High,46.75466537475586
2020-05-06,TSLA,Elon Musk Lashes Out at Officials Keeping Tesla Plant Closed Over Virus,52.172000885009766
2020-05-08,TSLA,Tesla Tells Workers It Will Reopen California Factory Despite County Order,54.62799835205078
2020-05-11,TSLA,Tesla to Restart Bay Area Factory in Defiance of Local Order,54.08599853515625
2020-05-11,TSLA,Elon Musk Is ‘Not Messing Around’,54.08599853515625
2020-05-13,TSLA,Elon Musk Unleashed Again,52.73066711425781
2020-05-13,TSLA,Coronavirus Wrecked Tesla’s Momentum and Elon Musk Is Furious,52.73066711425781
2020-05-18,TSLA,Elon Musk’s Latest Gambit,54.242000579833984
2020-05-19,TSLA,Tesla Owners Try to Make Sense of Elon Musk’s ‘Red Pill’ Moment,53.867332458496094
2020-05-27,TSLA,Elon Musk’s SpaceX Suit Is Like a Tuxedo for the Starship Enterprise,54.68199920654297
2020-07-02,TSLA,Tesla Shines During the Pandemic as Other Automakers Struggle,80.57733154296875
2020-07-14,TSLA,German Court Says Tesla Self-Driving Claims Are Misleading,101.12000274658203
2020-07-22,TSLA,"In Electric Car Market, It’s Tesla and a Jumbled Field of Also-Rans",106.15533447265625
2020-07-22,TSLA,"Elon Musk, Blasting Off in Domestic Bliss",106.15533447265625
2020-07-23,TSLA,Tesla Turns a Profit in a Pandemic-Squeezed Quarter,100.87133026123047
2020-07-23,TSLA,Tesla turned a surprise profit despite a plant shutdown and lower sales.,100.87133026123047
2020-07-23,TSLA,Elon Musk Delivers a Big Surprise,100.87133026123047
2020-07-27,TSLA,Elon Musk courts more controversy.,102.63999938964844
2020-09-02,TSLA,"Who Needs a $100,000 Car Right Now? Mercedes Thinks You Do",149.1233367919922
2020-09-23,TSLA,"Elon Musk Promises to Make a $25,000 Tesla (in 3 Years)",126.78666687011719
2020-09-28,TSLA,Elon Musk: ‘A.I. Doesn’t Need to Hate Us to Destroy Us’,140.39999389648438
2020-10-02,TSLA,"Led by Tesla, Auto Industry Rebounds as Car Sales Surge",138.3633270263672
2020-12-08,TSLA,"Elon Musk says he has moved to Texas, from California.",216.6266632080078
2020-12-18,TSLA,"Tesla, Profitable at Last, Bulls Its Way Into the S&P 500",231.6666717529297
2020-12-28,TSLA,German Automakers Are Charged Up and Ready to Take on Tesla,221.22999572753906
